accessionVersion	lineage	sampleCollectionDate	geoLocCountry	geoLocAdmin1	authors	authorAffiliations	hostNameScientific	length	earliestReleaseDate	submissionId	groupName	dataUseTerms	dataUseTermsUrl	completeness	geoLocAdmin2	geoLocCity	isLabHost	specimenCollectorSampleId	totalAmbiguousNucs	totalUnknownNucs	diagnosticMeasurementValue	diagnosticMeasurementUnit	diagnosticMeasurementMethod
PP_0019E6P.1	A.3.1	2008-12-27	Netherlands		Tan, L.; Lemey, P.; Houspie, L.; C Viveen, M.; Jansen, N. J.; van Loon, A. M.; Wiertz, E.; van Bleek, G. M.; Martin, D. P.; Coenjaerts, F. E.; Viveen, M.; Coenjaerts, F. E. J.	University Medical Center Utrecht, Medical Microbiology	Homo sapiens	15202	2012-11-01	JX015498.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	1.0				08-046972	0	0			
PP_0019E7M.1	A.3.1	2008-10-22	Belgium		Tan, L.; Lemey, P.; Houspie, L.; C Viveen, M.; Jansen, N. J.; van Loon, A. M.; Wiertz, E.; van Bleek, G. M.; Martin, D. P.; Coenjaerts, F. E.; Viveen, M.; Coenjaerts, F. E. J.	University Medical Center Utrecht, Medical Microbiology	Homo sapiens	15206	2012-11-01	JX015499.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	1.0				BE08-5146	0	0			
PP_0019E8K.1	A.3	2001-02-20	USA	Nashville, Tennessee	Lorenzi, H.; Halpin, R.; Nguyen, A.; Fedorova, N.; Overton, L.; Stockwell, T.; Amedeo, P.; Bishop, B.; Chen, H.; Edworthy, P.; Gupta, N.; Katzel, D.; Li, K.; Schobel, S.; Shrivastava, S.; Thovarai, V.; Wang, S.; Shapiro, C. A.; Williams, J.; Peebles, S.; Chi, M.; Wentworth, D. E.; Moore, M. L.	J. Craig Venter Institute	Homo sapiens	15199	2012-07-02	JX069798.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9999343185550083				A2001-2-20	1	0			
PP_0019E9H.1	A.3	2001-03-13	USA	Nashville, Tennessee	Lorenzi, H.; Halpin, R.; Nguyen, A.; Fedorova, N.; Overton, L.; Stockwell, T.; Amedeo, P.; Bishop, B.; Chen, H.; Edworthy, P.; Gupta, N.; Katzel, D.; Li, K.; Schobel, S.; Shrivastava, S.; Thovarai, V.; Wang, S.; Shapiro, C. A.; Williams, J.; Peebles, S.; Chi, M.; Wentworth, D. E.; Moore, M. L.	J. Craig Venter Institute	Homo sapiens	15193	2012-07-02	JX069799.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	1.0				A2001-3-12	0	0			
PP_0019EAF.1	A.3	1997-12-22	USA	Nashville, Tennessee	Lorenzi, H.; Halpin, R.; Nguyen, A.; Fedorova, N.; Overton, L.; Stockwell, T.; Amedeo, P.; Bishop, B.; Chen, H.; Edworthy, P.; Gupta, N.; Katzel, D.; Li, K.; Schobel, S.; Shrivastava, S.; Thovarai, V.; Wang, S.; Shapiro, C. A.; Williams, J.; Peebles, S.; Chi, M.; Wentworth, D. E.; Moore, M. L.	J. Craig Venter Institute	Homo sapiens	15194	2012-07-02	JX069800.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9998686371100164				A1997-12-35	2	0			
PP_0019EBD.1	A.3	1998-03-02	USA	Nashville, Tennessee	Lorenzi, H.; Halpin, R.; Nguyen, A.; Fedorova, N.; Overton, L.; Stockwell, T.; Amedeo, P.; Bishop, B.; Chen, H.; Edworthy, P.; Gupta, N.; Katzel, D.; Li, K.; Schobel, S.; Shrivastava, S.; Thovarai, V.; Wang, S.; Shapiro, C. A.; Williams, J.; Peebles, S.; Chi, M.; Wentworth, D. E.; Moore, M. L.	J. Craig Venter Institute	Homo sapiens	15193	2012-07-02	JX069801.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	1.0				A1998-3-2	0	0			
PP_0019ED9.1	A.2.1	1998-12-12	USA	Nashville, Tennessee	Lorenzi, H.; Halpin, R.; Nguyen, A.; Fedorova, N.; Overton, L.; Stockwell, T.; Amedeo, P.; Bishop, B.; Chen, H.; Edworthy, P.; Gupta, N.; Katzel, D.; Li, K.; Schobel, S.; Shrivastava, S.; Thovarai, V.; Wang, S.; Shapiro, C. A.; Williams, J.; Peebles, S.; Chi, M.; Wentworth, D. E.; Moore, M. L.	J. Craig Venter Institute	Homo sapiens	15194	2012-07-02	JX069802.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9998686371100164				A1998-12-21	2	0			
PP_0019EE7.1	A.2.1	2000-03-04	USA	Nashville, Tennessee	Lorenzi, H.; Halpin, R.; Nguyen, A.; Fedorova, N.; Overton, L.; Stockwell, T.; Amedeo, P.; Bishop, B.; Chen, H.; Edworthy, P.; Gupta, N.; Katzel, D.; Li, K.; Schobel, S.; Shrivastava, S.; Thovarai, V.; Wang, S.; Shapiro, C. A.; Williams, J.; Peebles, S.; Chi, M.; Wentworth, D. E.; Moore, M. L.	J. Craig Venter Institute	Homo sapiens	15194	2012-07-02	JX069803.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9998686371100164				A2000-3-4	2	0			
PP_0019UT0.1	A.D	2011-12-27	South Korea		Lee, W. J.; Kim, Y. J.; Kim, D. W.; Lee, H. S.; Lee, H. Y.; Kim, K.; Kim, Y.-J.	Korea National Institute of Health, Division of Respiratory Viruses, Center for Infectious Diseases	Homo sapiens	15277	2012-12-02	JX627336.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9999343185550083					1	0			
PP_001AQ4F.1	A.D	2011	India		Choudhary, M. L.; Wadhwa, B. S.; Jadhav, S. M.; Chadha, M. S.; Wadhwa, B.; Mourya, D. T.	National Institute of Virology, Influenza Group	Homo sapiens	15231	2013-06-18	KC731482.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	1.0					0	0			
PP_001AQ5D.1	A.3.1.1	2011	India		Choudhary, M. L.; Wadhwa, B. S.; Jadhav, S. M.; Chadha, M. S.; Wadhwa, B.; Mourya, D. T.	National Institute of Virology, Influenza Group	Homo sapiens	15176	2013-06-18	KC731483.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	1.0					0	0			
PP_001ATXR.1	A.3.1.1	2011-12-11	China	Chongqing	Gu, H.; Xie, Z.; Li, T.; Zhang, S.; Lai, C.; Zhu, P.; Wang, K.; Han, L.; Duan, Y.; Zhao, Z.; Yang, X.; Xing, L.; Zhang, P.; Wang, Z.; Li, R.; Yu, J. J.; Wang, X.; Yang, P.; Gu, H. J.; Sun, S. J.; Chen, R.; Yang, P. H.	Institute of Microbiology and Epidemiology, Academy of Military Medical Sciences	Homo sapiens	15151	2013-08-18	KC978856.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9992775041050903					0	0			
PP_001B44Z.1	A.3.1	2007	South Africa		Lorenzi, H.; Town, C.; Halpin, R.; Bera, J.; Ransier, A.; Fedorova, N.; Stockwell, T.; Amedeo, P.; Appalla, L.; Bishop, B.; Edworthy, P.; Gupta, N.; Hoover, J.; Katzel, D.; Schobel, S.; Shrivastava, S.; Thovarai, V.; Wang, S.; Rebuffo-Scheer, C.; Fan, J.; He, J.; Kehl, S. C.; Lederboer, N.; Jurgens, L. A.; Bose, M. E.; Beck, E. T.; Kumar, S.; Venter, M.; Wentworth, D. E.; Henrickson, K. J.	J. Craig Venter Institute	Homo sapiens	15123	2013-08-30	KF530258.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9590804597701149					0	592			
PP_001B45X.1	A.2.1	2005-06-21	Argentina		Lorenzi, H.; Town, C.; Halpin, R.; Bera, J.; Ransier, A.; Fedorova, N.; Stockwell, T.; Amedeo, P.; Appalla, L.; Bishop, B.; Edworthy, P.; Gupta, N.; Hoover, J.; Katzel, D.; Schobel, S.; Shrivastava, S.; Thovarai, V.; Wang, S.; Rebuffo-Scheer, C.; Fan, J.; He, J.; Kehl, S. C.; Lederboer, N.; Jurgens, L. A.; Bose, M. E.; Beck, E. T.; Kumar, S.; Videla, C.; Wentworth, D. E.; Henrickson, K. J.	J. Craig Venter Institute	Homo sapiens	14980	2013-08-30	KF530260.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9887027914614122					0	0			
PP_001B46V.1	A.3.1	2008-05-01	Germany	Freiburg	Lorenzi, H.; Town, C.; Halpin, R.; Bera, J.; Ransier, A.; Fedorova, N.; Stockwell, T.; Amedeo, P.; Appalla, L.; Bishop, B.; Edworthy, P.; Gupta, N.; Hoover, J.; Katzel, D.; Schobel, S.; Shrivastava, S.; Thovarai, V.; Wang, S.; Rebuffo-Scheer, C.; Fan, J.; He, J.; Kehl, S. C.; Lederboer, N.; Jurgens, L. A.; Bose, M. E.; Beck, E. T.; Kumar, S.; Neumann-Haefelin, D.; Wentworth, D. E.; Henrickson, K. J.	J. Craig Venter Institute	Homo sapiens	15100	2013-08-30	KF530261.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9964532019704434					0	0			
PP_001B47T.1	A.3.1	2007-12-07	USA	SE Wisconsin	Lorenzi, H.; Town, C.; Halpin, R.; Bera, J.; Ransier, A.; Fedorova, N.; Stockwell, T.; Amedeo, P.; Appalla, L.; Bishop, B.; Edworthy, P.; Gupta, N.; Hoover, J.; Katzel, D.; Schobel, S.; Shrivastava, S.; Thovarai, V.; Wang, S.; Rebuffo-Scheer, C.; Fan, J.; He, J.; Kehl, S. C.; Lederboer, N.; Jurgens, L. A.; Bose, M. E.; Beck, E. T.; Kumar, S.; Venter, M.; Wentworth, D. E.; Henrickson, K. J.	J. Craig Venter Institute	Homo sapiens	15118	2013-08-30	KF530263.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9135632183908046					0	1279			
PP_001B49P.1	A.3.1	2008	South Africa		Lorenzi, H.; Town, C.; Halpin, R.; Bera, J.; Ransier, A.; Fedorova, N.; Stockwell, T.; Amedeo, P.; Appalla, L.; Bishop, B.; Edworthy, P.; Gupta, N.; Hoover, J.; Katzel, D.; Schobel, S.; Shrivastava, S.; Thovarai, V.; Wang, S.; Rebuffo-Scheer, C.; Fan, J.; He, J.; Kehl, S. C.; Lederboer, N.; Jurgens, L. A.; Bose, M. E.; Beck, E. T.; Kumar, S.; Venter, M.; Wentworth, D. E.; Henrickson, K. J.	J. Craig Venter Institute	Homo sapiens	15039	2013-08-30	KF530264.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.8523481116584565					0	2136			
PP_001B4AM.1	A.2.1.1	2007	South Africa		Lorenzi, H.; Town, C.; Halpin, R.; Bera, J.; Ransier, A.; Fedorova, N.; Stockwell, T.; Amedeo, P.; Appalla, L.; Bishop, B.; Edworthy, P.; Gupta, N.; Hoover, J.; Katzel, D.; Schobel, S.; Shrivastava, S.; Thovarai, V.; Wang, S.; Rebuffo-Scheer, C.; Fan, J.; He, J.; Kehl, S. C.; Lederboer, N.; Jurgens, L. A.; Bose, M. E.; Beck, E. T.; Kumar, S.; Venter, M.; Wentworth, D. E.; Henrickson, K. J.	J. Craig Venter Institute	Homo sapiens	15078	2013-08-30	KF530267.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.6629228243021347					0	5053			
PP_001B4BK.1	A.2.1.1	2007-01-27	Mexico		Lorenzi, H.; Town, C.; Halpin, R.; Bera, J.; Ransier, A.; Fedorova, N.; Stockwell, T.; Amedeo, P.; Appalla, L.; Bishop, B.; Edworthy, P.; Gupta, N.; Hoover, J.; Katzel, D.; Schobel, S.; Shrivastava, S.; Thovarai, V.; Wang, S.; Rebuffo-Scheer, C.; Fan, J.; He, J.; Kehl, S. C.; Lederboer, N.; Jurgens, L. A.; Bose, M. E.; Beck, E. T.; Kumar, S.; Noyola, D. E.; Wentworth, D. E.; Henrickson, K. J.	J. Craig Venter Institute	Homo sapiens	15128	2013-08-30	KF530268.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9976354679802956					0	0			
PP_001B4CH.1	A.3.1.1	2009-12-10	USA	SE Wisconsin	Lorenzi, H.; Town, C.; Halpin, R.; Bera, J.; Ransier, A.; Fedorova, N.; Stockwell, T.; Amedeo, P.; Appalla, L.; Bishop, B.; Edworthy, P.; Gupta, N.; Hoover, J.; Katzel, D.; Li, K.; Schobel, S.; Shrivastava, S.; Thovarai, V.; Wang, S.; Rebuffo-Scheer, C.; Fan, J.; He, J.; Kehl, S. C.; Lederboer, N.; Jurgens, L. A.; Bose, M. E.; Beck, E. T.; Kumar, S.; Wentworth, D. E.; Henrickson, K. J.	J. Craig Venter Institute	Homo sapiens	15049	2013-08-30	KF530269.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9929720853858784					0	0			
PP_001B7MV.1	A.2.1.1	2005-12-19	Mexico		Lorenzi, H.; Town, C.; Halpin, R.; Bera, J.; Ransier, A.; Fedorova, N.; Stockwell, T.; Amedeo, P.; Appalla, L.; Bishop, B.; Edworthy, P.; Gupta, N.; Hoover, J.; Katzel, D.; Li, K.; Schobel, S.; Shrivastava, S.; Thovarai, V.; Wang, S.; Rebuffo-Scheer, C.; Fan, J.; He, J.; Kehl, S. C.; Lederboer, N.; Jurgens, L. A.; Bose, M. E.; Beck, E. T.; Kumar, S.; Noyola, D. E.; Wentworth, D. E.; Henrickson, K. J.	J. Craig Venter Institute	Homo sapiens	14735	2013-11-25	KF826816.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.8952380952380953					0	1176			
PP_001B7NT.1	A.3.1	2009-03-17	Mexico		Lorenzi, H.; Town, C.; Halpin, R.; Bera, J.; Ransier, A.; Fedorova, N.; Stockwell, T.; Amedeo, P.; Appalla, L.; Bishop, B.; Edworthy, P.; Gupta, N.; Hoover, J.; Katzel, D.; Li, K.; Schobel, S.; Shrivastava, S.; Thovarai, V.; Wang, S.; Rebuffo-Scheer, C.; Fan, J.; He, J.; Kehl, S. C.; Lederboer, N.; Jurgens, L. A.; Bose, M. E.; Beck, E. T.; Kumar, S.; Noyola, D. E.; Wentworth, D. E.; Henrickson, K. J.	J. Craig Venter Institute	Homo sapiens	14341	2013-11-25	KF826817.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9356978653530378					0	169			
PP_001B7PR.1	A.3.1	2007	USA	SE Wisconsin	Lorenzi, H.; Town, C.; Halpin, R.; Bera, J.; Ransier, A.; Fedorova, N.; Stockwell, T.; Amedeo, P.; Appalla, L.; Bishop, B.; Edworthy, P.; Gupta, N.; Hoover, J.; Katzel, D.; Li, K.; Schobel, S.; Shrivastava, S.; Thovarai, V.; Wang, S.; Rebuffo-Scheer, C.; Fan, J.; He, J.; Kehl, S. C.; Lederboer, N.; Jurgens, L. A.; Bose, M. E.; Beck, E. T.; Kumar, S.; Wentworth, D. E.; Henrickson, K. J.	J. Craig Venter Institute	Homo sapiens	15177	2013-11-25	KF826821.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	1.0					0	0			
PP_001B7QP.1	A.2.1	1998-10-17	USA	SE Wisconsin	Lorenzi, H.; Town, C.; Halpin, R.; Bera, J.; Ransier, A.; Fedorova, N.; Stockwell, T.; Amedeo, P.; Appalla, L.; Bishop, B.; Edworthy, P.; Gupta, N.; Hoover, J.; Katzel, D.; Li, K.; Schobel, S.; Shrivastava, S.; Thovarai, V.; Wang, S.; Rebuffo-Scheer, C.; Fan, J.; He, J.; Kehl, S. C.; Lederboer, N.; Jurgens, L. A.; Bose, M. E.; Beck, E. T.; Kumar, S.; Wentworth, D. E.; Henrickson, K. J.	J. Craig Venter Institute	Homo sapiens	15197	2013-11-25	KF826823.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	1.0					0	0			
PP_001B7SK.1	A.2.1	1998-10-28	USA	SE Wisconsin	Lorenzi, H.; Town, C.; Halpin, R.; Bera, J.; Ransier, A.; Fedorova, N.; Stockwell, T.; Amedeo, P.; Appalla, L.; Bishop, B.; Edworthy, P.; Gupta, N.; Hoover, J.; Katzel, D.; Li, K.; Schobel, S.; Shrivastava, S.; Thovarai, V.; Wang, S.; Rebuffo-Scheer, C.; Fan, J.; He, J.; Kehl, S. C.; Lederboer, N.; Jurgens, L. A.; Bose, M. E.; Beck, E. T.; Kumar, S.; Wentworth, D. E.; Henrickson, K. J.	J. Craig Venter Institute	Homo sapiens	15142	2013-11-25	KF826824.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.998752052545156					0	0			
PP_001B7TH.1	A.2.1.1	2004-12-24	Mexico		Lorenzi, H.; Town, C.; Halpin, R.; Bera, J.; Ransier, A.; Fedorova, N.; Stockwell, T.; Amedeo, P.; Appalla, L.; Bishop, B.; Edworthy, P.; Gupta, N.; Hoover, J.; Katzel, D.; Li, K.; Schobel, S.; Shrivastava, S.; Thovarai, V.; Wang, S.; Rebuffo-Scheer, C.; Fan, J.; He, J.; Kehl, S. C.; Lederboer, N.; Jurgens, L. A.; Bose, M. E.; Beck, E. T.; Kumar, S.; Noyola, D. E.; Wentworth, D. E.; Henrickson, K. J.	J. Craig Venter Institute	Homo sapiens	15197	2013-11-25	KF826826.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	1.0					0	0			
PP_001B7UF.1	A.2.1.1	2004-05-26	Argentina		Lorenzi, H.; Town, C.; Halpin, R.; Bera, J.; Ransier, A.; Fedorova, N.; Stockwell, T.; Amedeo, P.; Appalla, L.; Bishop, B.; Edworthy, P.; Gupta, N.; Hoover, J.; Katzel, D.; Li, K.; Schobel, S.; Shrivastava, S.; Thovarai, V.; Wang, S.; Rebuffo-Scheer, C.; Fan, J.; He, J.; Kehl, S. C.; Lederboer, N.; Jurgens, L. A.; Bose, M. E.; Beck, E. T.; Kumar, S.; Videla, C.; Wentworth, D. E.; Henrickson, K. J.	J. Craig Venter Institute	Homo sapiens	15209	2013-11-25	KF826827.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	1.0					0	0			
PP_001B7VD.1	A.2.1.1	2004-06-04	Argentina		Lorenzi, H.; Town, C.; Halpin, R.; Bera, J.; Ransier, A.; Fedorova, N.; Stockwell, T.; Amedeo, P.; Appalla, L.; Bishop, B.; Edworthy, P.; Gupta, N.; Hoover, J.; Katzel, D.; Li, K.; Schobel, S.; Shrivastava, S.; Thovarai, V.; Wang, S.; Rebuffo-Scheer, C.; Fan, J.; He, J.; Kehl, S. C.; Lederboer, N.; Jurgens, L. A.; Bose, M. E.; Beck, E. T.; Kumar, S.; Videla, C.; Wentworth, D. E.; Henrickson, K. J.	J. Craig Venter Institute	Homo sapiens	15191	2013-11-25	KF826828.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	1.0					0	0			
PP_001B7WB.1	A.3.1	2009-03-01	Germany	Freiburg	Lorenzi, H.; Town, C.; Halpin, R.; Bera, J.; Ransier, A.; Fedorova, N.; Stockwell, T.; Amedeo, P.; Appalla, L.; Bishop, B.; Edworthy, P.; Gupta, N.; Hoover, J.; Katzel, D.; Li, K.; Schobel, S.; Shrivastava, S.; Thovarai, V.; Wang, S.; Rebuffo-Scheer, C.; Fan, J.; He, J.; Kehl, S. C.; Lederboer, N.; Jurgens, L. A.; Bose, M. E.; Beck, E. T.; Kumar, S.; Neumann-Haefelin, D.; Wentworth, D. E.; Henrickson, K. J.	J. Craig Venter Institute	Homo sapiens	15186	2013-11-25	KF826830.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	1.0					0	0			
PP_001B7X9.1	A.3.1	2009-12-01	Germany	Freiburg	Lorenzi, H.; Town, C.; Halpin, R.; Bera, J.; Ransier, A.; Fedorova, N.; Stockwell, T.; Amedeo, P.; Appalla, L.; Bishop, B.; Edworthy, P.; Gupta, N.; Hoover, J.; Katzel, D.; Li, K.; Schobel, S.; Shrivastava, S.; Thovarai, V.; Wang, S.; Rebuffo-Scheer, C.; Fan, J.; He, J.; Kehl, S. C.; Lederboer, N.; Jurgens, L. A.; Bose, M. E.; Beck, E. T.; Kumar, S.; Neumann-Haefelin, D.; Wentworth, D. E.; Henrickson, K. J.	J. Craig Venter Institute	Homo sapiens	15195	2013-11-25	KF826831.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	1.0					0	0			
PP_001B7Y7.1	A.2.1.1	2009-03-19	Italy	Pavia	Lorenzi, H.; Town, C.; Halpin, R.; Bera, J.; Ransier, A.; Fedorova, N.; Stockwell, T.; Amedeo, P.; Appalla, L.; Bishop, B.; Edworthy, P.; Gupta, N.; Hoover, J.; Katzel, D.; Li, K.; Schobel, S.; Shrivastava, S.; Thovarai, V.; Wang, S.; Rebuffo-Scheer, C.; Fan, J.; He, J.; Kehl, S. C.; Lederboer, N.; Jurgens, L. A.; Bose, M. E.; Beck, E. T.; Kumar, S.; Gerna, G.; Wentworth, D. E.; Henrickson, K. J.	J. Craig Venter Institute	Homo sapiens	15176	2013-11-25	KF826832.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	1.0					0	0			
PP_001B7Z5.1	A.3.1	2009-03-19	Italy	Pavia	Lorenzi, H.; Town, C.; Halpin, R.; Bera, J.; Ransier, A.; Fedorova, N.; Stockwell, T.; Amedeo, P.; Appalla, L.; Bishop, B.; Edworthy, P.; Gupta, N.; Hoover, J.; Katzel, D.; Li, K.; Schobel, S.; Shrivastava, S.; Thovarai, V.; Wang, S.; Rebuffo-Scheer, C.; Fan, J.; He, J.; Kehl, S. C.; Lederboer, N.; Jurgens, L. A.; Bose, M. E.; Beck, E. T.; Kumar, S.; Gerna, G.; Wentworth, D. E.; Henrickson, K. J.	J. Craig Venter Institute	Homo sapiens	15129	2013-11-25	KF826833.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.998752052545156					0	0			
PP_001B803.1	A.2.1.1	2006-01-04	Mexico		Lorenzi, H.; Town, C.; Halpin, R.; Bera, J.; Ransier, A.; Fedorova, N.; Stockwell, T.; Amedeo, P.; Appalla, L.; Bishop, B.; Edworthy, P.; Gupta, N.; Hoover, J.; Katzel, D.; Li, K.; Schobel, S.; Shrivastava, S.; Thovarai, V.; Wang, S.; Rebuffo-Scheer, C.; Fan, J.; He, J.; Kehl, S. C.; Lederboer, N.; Jurgens, L. A.; Bose, M. E.; Beck, E. T.; Kumar, S.; Noyola, D. E.; Wentworth, D. E.; Henrickson, K. J.	J. Craig Venter Institute	Homo sapiens	15165	2013-11-25	KF826836.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.998752052545156					0	0			
PP_001B811.1	A.2.1.1	2006-01-20	Mexico		Lorenzi, H.; Town, C.; Halpin, R.; Bera, J.; Ransier, A.; Fedorova, N.; Stockwell, T.; Amedeo, P.; Appalla, L.; Bishop, B.; Edworthy, P.; Gupta, N.; Hoover, J.; Katzel, D.; Li, K.; Schobel, S.; Shrivastava, S.; Thovarai, V.; Wang, S.; Rebuffo-Scheer, C.; Fan, J.; He, J.; Kehl, S. C.; Lederboer, N.; Jurgens, L. A.; Bose, M. E.; Beck, E. T.; Kumar, S.; Noyola, D. E.; Wentworth, D. E.; Henrickson, K. J.	J. Craig Venter Institute	Homo sapiens	15194	2013-11-25	KF826837.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	1.0					0	0			
PP_001B82Z.1	A.3.1	2006-06-06	Argentina		Lorenzi, H.; Town, C.; Halpin, R.; Bera, J.; Ransier, A.; Fedorova, N.; Stockwell, T.; Amedeo, P.; Appalla, L.; Bishop, B.; Edworthy, P.; Gupta, N.; Hoover, J.; Katzel, D.; Li, K.; Schobel, S.; Shrivastava, S.; Thovarai, V.; Wang, S.; Rebuffo-Scheer, C.; Fan, J.; He, J.; Kehl, S. C.; Lederboer, N.; Jurgens, L. A.; Bose, M. E.; Beck, E. T.; Kumar, S.; Videla, C.; Wentworth, D. E.; Henrickson, K. J.	J. Craig Venter Institute	Homo sapiens	15189	2013-11-25	KF826838.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	1.0					0	0			
PP_001B83X.1	A.3.1	2007-02-16	Mexico		Lorenzi, H.; Town, C.; Halpin, R.; Bera, J.; Ransier, A.; Fedorova, N.; Stockwell, T.; Amedeo, P.; Appalla, L.; Bishop, B.; Edworthy, P.; Gupta, N.; Hoover, J.; Katzel, D.; Li, K.; Schobel, S.; Shrivastava, S.; Thovarai, V.; Wang, S.; Rebuffo-Scheer, C.; Fan, J.; He, J.; Kehl, S. C.; Lederboer, N.; Jurgens, L. A.; Bose, M. E.; Beck, E. T.; Kumar, S.; Noyola, D. E.; Wentworth, D. E.; Henrickson, K. J.	J. Craig Venter Institute	Homo sapiens	15106	2013-11-25	KF826840.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9952052545155994					0	0			
PP_001B84V.1	A.2.1.1	2007-05-02	Argentina		Lorenzi, H.; Town, C.; Halpin, R.; Bera, J.; Ransier, A.; Fedorova, N.; Stockwell, T.; Amedeo, P.; Appalla, L.; Bishop, B.; Edworthy, P.; Gupta, N.; Hoover, J.; Katzel, D.; Li, K.; Schobel, S.; Shrivastava, S.; Thovarai, V.; Wang, S.; Rebuffo-Scheer, C.; Fan, J.; He, J.; Kehl, S. C.; Lederboer, N.; Jurgens, L. A.; Bose, M. E.; Beck, E. T.; Kumar, S.; Videla, C.; Wentworth, D. E.; Henrickson, K. J.	J. Craig Venter Institute	Homo sapiens	15194	2013-11-25	KF826841.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	1.0					0	0			
